id	text	aspect	polarity
1830	the bagel was huge	food	1
1831	the makhani was ok the korma was bland	food	-1
1832	we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order	service	-1
1833	i ordered a chicken teriyaki dish and found that the chicken was extremely dry	food	-1
1834	great food lt of it more then one person can eat	food	1
1835	bravo blue hill	anecdotes miscellaneous	1
1836	price and quality of fish alone will keep us from making a return visit	food	-1
1837	stay away from the two specialty rolls on the menu though too much avocado and rice will fill you up right quick	food	-1
1838	interesting selection good wines service fine fun decor	food	1
1839	great food great prices great service	food	1
1840	no food snobs allowed this place is for people who appreciate good food	food	1
1841	i had never had edamame pureed before but i thought it was innovative and tasty could ve used a bit more salt	food	1
1842	i am from england and haru was the best i had in nyc	anecdotes miscellaneous	1
1843	i am no food critic but i d like to think i have a tiny bit of experience under my belt having lived in ny for the last years	anecdotes miscellaneous	0
1844	great food spinach and corn dumplings and massamman curry very friendly and no nonsense service and a clean and funky bathroom	service	1
1845	very neighborhoody very quick and sufficient	ambience	1
1846	the food now is inconsistent	food	-1
1847	the drinks are always welll made and wine selection is fairly priced	price	1
1848	the service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura	service	1
1849	much of the time it seems like they do not care about you	service	-1
1850	the space is nice but when we order our drink we were in for a surprise	ambience	1
1851	you ll pay at least double at any other italian restaurant in the city and most still do not compare	price	1
1852	some of the workers ignore me and talk to the female customers other times they ve skipped my order	service	-1
1853	winnie and her staff are the best crew you can find serving you	service	1
1854	when we notified him that he didn t mention the specials he didn t apologize but let us know that we made a very good decision regardless	service	-1
1855	well their deliveries take for ever and the food is usually cold	service	-1
1856	always fresh and delicious	food	1
1857	scalina fedeli reminded me why service is so integral to fine dining	service	1
1858	we visited bread bar during january restaurant week and were so pleased with the menu selections and service	food	1
1859	i recommend it	anecdotes miscellaneous	1
1860	i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service	service	1
1861	nicky the nose at the bar is a treat	service	1
1862	indoor was very cozy and cute	ambience	1
1863	the spicy tuna roll is huge and probably the best that i have had at this price range	price	1
1864	if you like your music blasted and the system isnt that great and if you want to pay at least dollar bottle minimun then you ll love it here	ambience	-1
1865	all of my co workers stated that the food was amazing and wondered why they hadn t heard about this place	food	1
1866	it is definitely special and affordable	price	1
1867	i hate this	anecdotes miscellaneous	-1
1868	this restaurant is not worth the time effort or money to say the least	anecdotes miscellaneous	-1
1869	you do not go to mizu for excellent service you go for the large amounts of food the amiable atmosphere and the hole in the wall feeling of the place	service	-1
1870	for the people who want great food plus great service roxy is a place to avoid	service	-1
1871	it is so easy to get a reservation at a top place in nyc with a week notice	anecdotes miscellaneous	1
1872	then if they answer the phone you are lucky if they do not hang up on you	service	-1
1873	try the spicy wontons and the salt pepper shrimps	food	1
1874	a cool bar with great food and tons of excellent beer	food	1
1875	try the hot dogs too they are snappy and delicious	food	1
1876	the hot and sour soup was unbearably hot and tasted of only pepper and nothing else	food	-1
1877	the sauces used are also not that exciting	food	-1
1878	hopefully next time i will save room for dessert	food	0
1879	the pizza and wine were excellent the service too but what really made this place was the backyard dining area	food	1
1880	night without a reservation we had to wait at the bar for a little while but the manager was so nice and made our wait a great experience	service	1
1881	i have never before eaten pieces of relatively good nigiri	food	0
1882	the mussaman curry that i ordered was as thin as water and aside from the poorly fried tofu that i ordered in it they graciously provided me with one piece of poorly cooked potato	food	-1
1883	when you want a piece of beef head on over	food	1
1884	the staff was the friendliest that have seen in new york	service	1
